id,uname,name,url
342,your-everyday-light-for-any-lifestyle,Life Lite - Your Everyday Light for any Lifestyle,https://www.kickstarter.com/projects/1193685734/your-everyday-light-for-any-lifestyle
343,foldscope-the-origami-paper-microscope,Foldscope - The Origami Paper Microscope,https://www.kickstarter.com/projects/276738145/foldscope-the-origami-paper-microscope
357,ad-free-indie-mobile-quiz-games,Ad-free Indie Mobile Quiz Games,https://www.kickstarter.com/projects/789470934/ad-free-indie-mobile-quiz-games
358,geareye-the-ultimate-gear-management-system,GearEye - The Ultimate Gear Management System,https://www.kickstarter.com/projects/874608327/geareye-the-ultimate-gear-management-system
360,vimble-s-never-capture-a-shaky-video-again,Vimble S - Never Capture A Shaky Video Again,https://www.kickstarter.com/projects/368303780/vimble-s-never-capture-a-shaky-video-again
361,snapnator-your-macbook-snap-feature-is-back,Snapnator: Your MacBook Snap feature is back! [MagSafe],https://www.kickstarter.com/projects/436147229/snapnator-your-macbook-snap-feature-is-back
362,ae-modular-a-modular-synthesizer-for-everyone,AE modular - a modular synthesizer for everyone,https://www.kickstarter.com/projects/562102529/ae-modular-a-modular-synthesizer-for-everyone
372,airblock-the-modular-and-programmable-starter-dron,Airblock: The Modular and Programmable Starter Drone,https://www.kickstarter.com/projects/1818505613/airblock-the-modular-and-programmable-starter-dron
373,vue-your-everyday-smart-glasses,Vue: Your Everyday Smart Glasses,https://www.kickstarter.com/projects/vue/vue-your-everyday-smart-glasses
383,krossblade-skyprowler-multi-mission-vtol-transform,Krossblade SkyProwler Multi-Mission VTOL Transformer Drone,https://www.kickstarter.com/projects/350745213/krossblade-skyprowler-multi-mission-vtol-transform
392,world-of-myrr-adventure-modules-and-handbook-for-5,World of Myrr Adventure Modules and Handbook for 5th Edition,https://www.kickstarter.com/projects/1875657065/world-of-myrr-adventure-modules-and-handbook-for-5
398,limitless-encounters-vol-1,Limitless Encounters vol. 1: 150 5e Encounters,https://www.kickstarter.com/projects/limitless-adventures/limitless-encounters-vol-1
402,freedrum-the-drumkit-that-fits-in-your-pocket,Freedrum - The Drumkit That Fits in Your Pocket,https://www.kickstarter.com/projects/freedrum/freedrum-the-drumkit-that-fits-in-your-pocket
404,square-off-worlds-smartest-chess-board-relaunched,Square Off - World’s Smartest Chess Board,https://www.kickstarter.com/projects/infivention/square-off-worlds-smartest-chess-board-relaunched
443,quackup-quackup-attack-video-game-for-windows-and,"\Quackup: Quack Attack\"" Video Game App for Windows & Devices""",https://www.kickstarter.com/projects/raytoons/quackup-quackup-attack-video-game-for-windows-and
457,the-harlan-ellison-books-preservation-project,The Harlan Ellison® Books Preservation Project,https://www.kickstarter.com/projects/1387618382/the-harlan-ellison-books-preservation-project
459,visions-of-a-thousand-eyes-the-ultimate-fantasy-ar,Visions of a Thousand Eyes : the ultimate fantasy artbook !,https://www.kickstarter.com/projects/delphindruelle/visions-of-a-thousand-eyes-the-ultimate-fantasy-ar
473,txture-new-workshop-to-revive-prehispanic-woven-fu,txt.ure | New workshop to revive prehispanic woven furniture,https://www.kickstarter.com/projects/457528062/txture-new-workshop-to-revive-prehispanic-woven-fu
477,kingdom-death-monster-15,Kingdom Death: Monster 1.5,https://www.kickstarter.com/projects/poots/kingdom-death-monster-15
500,betterback-therapy-improve-posture-back-pain,Get Perfect Posture Effortlessly + Back Pain Relief /2nd Gen,https://www.kickstarter.com/projects/1123408990/betterback-therapy-improve-posture-back-pain
503,helios-touch-modular-lighting-system,Helios Touch Modular Lighting System,https://www.kickstarter.com/projects/1987956413/helios-touch-modular-lighting-system
505,adventure-mat-a-clean-surface-wherever-you-go,ADVENTURE MAT: A Clean Surface Wherever You Go,https://www.kickstarter.com/projects/192712876/adventure-mat-a-clean-surface-wherever-you-go
507,fin-a-vibrator-for-fingers,Fin: A Vibrator for Fingers,https://www.kickstarter.com/projects/dameproducts/fin-a-vibrator-for-fingers
508,ab-blaster-the-most-complete-core-fitness-workout,Ab Blaster: The Most Complete Core Fitness Workout At Home,https://www.kickstarter.com/projects/1996241122/ab-blaster-the-most-complete-core-fitness-workout
513,watson-the-backpack-for-uncompromising-professiona,Watson: The Backpack for Uncompromising Professionals,https://www.kickstarter.com/projects/watsonbackpack/watson-the-backpack-for-uncompromising-professiona
515,vinco-wallet-the-profoundly-thin-veg-tan-card-slee,Wallet Edition - A Profoundly Thin Front Pocket RFID Wallet.,https://www.kickstarter.com/projects/vincolife/vinco-wallet-the-profoundly-thin-veg-tan-card-slee
541,el-dorado-maya-playing-cards-relaunch,"EL DORADO - MAYA Playing cards, relaunch",https://www.kickstarter.com/projects/521277495/el-dorado-maya-playing-cards-relaunch
545,armed-forces-playing-cards,Armed Forces Playing Cards,https://www.kickstarter.com/projects/2060803491/armed-forces-playing-cards
550,divine-art-playing-cards-limited-edition,Divine Art Playing Cards - Limited Edition,https://www.kickstarter.com/projects/sunishchabba/divine-art-playing-cards-limited-edition
598,chronos-14-high-speed-camera,Chronos 1.4 High-speed Camera,https://www.kickstarter.com/projects/1714585446/chronos-14-high-speed-camera
708,evercube-lifetime-toothbrush-holder-and-multipurpo,EverCube | Lifetime Toothbrush Holder & Multipurpose Cube,https://www.kickstarter.com/projects/435473650/evercube-lifetime-toothbrush-holder-and-multipurpo
712,yokai-quest,Y?kai Quest,https://www.kickstarter.com/projects/1372111648/yokai-quest
719,parkis-space-saving-bicycle-lift,PARKIS – space saving bicycle lift,https://www.kickstarter.com/projects/277601164/parkis-space-saving-bicycle-lift
775,inflatable-waterproof-anti-shock-capsula-backpack,"Anti-Crash, Waterproof, Floating: Capsula Backpack & Bag",https://www.kickstarter.com/projects/ifu/inflatable-waterproof-anti-shock-capsula-backpack
777,stealth-get-ripped-abs-by-playing-games-on-your-sm,Stealth: Exercise your Core,https://www.kickstarter.com/projects/98545945/stealth-get-ripped-abs-by-playing-games-on-your-sm
778,bear-soles-the-warmest-choice-this-winter,Bear Soles | The Warmest Choice This Winter,https://www.kickstarter.com/projects/742620191/bear-soles-the-warmest-choice-this-winter
782,grippz-mats-the-worlds-first-acupressure-yoga-mat,Grippz Mats - The World’s First Acupressure Yoga Mat,https://www.kickstarter.com/projects/1598986912/grippz-mats-the-worlds-first-acupressure-yoga-mat
802,fotric-123-cloud-based-thermal-camera-for-early-fi,Fotric 123: Cloud-Based Thermal Camera for Early Fire Alert,https://www.kickstarter.com/projects/fotric/fotric-123-cloud-based-thermal-camera-for-early-fi
805,wirebutter-smart-powerboard,"Wirebutter:Worlds smartest powerboard,measure,control & IOT",https://www.kickstarter.com/projects/2120665567/wirebutter-smart-powerboard
807,bluetooth-smart-pen-20-exceptional-quality-and-val,Bluetooth Smart Pen 2.0 - Exceptional Quality & Value,https://www.kickstarter.com/projects/mimototech/bluetooth-smart-pen-20-exceptional-quality-and-val
829,repour-smart-stopper,Repour: Smart Stopper,https://www.kickstarter.com/projects/repour/repour-smart-stopper
831,swankytm-the-floating-ladle,SWANKY™ - The Floating Ladle,https://www.kickstarter.com/projects/539177001/swankytm-the-floating-ladle
853,dash-access-bifold-wallet,Dash Wallets | Access Bifold Wallet,https://www.kickstarter.com/projects/elliothavok/dash-access-bifold-wallet
874,audio-game-hub-keep-your-ears-wide-open,Audio Game Hub - Keep your ears wide open,https://www.kickstarter.com/projects/191576632/audio-game-hub-keep-your-ears-wide-open
892,lee-knife-the-best-kitchen-knife-on-earth,Lee Knife: The best kitchen knife on earth (Suspended),https://www.kickstarter.com/projects/1041832283/lee-knife-the-best-kitchen-knife-on-earth
926,swindon-fringe-festival-2017,Swindon Fringe Festival 2017,https://www.kickstarter.com/projects/1437547231/swindon-fringe-festival-2017
963,idockall-2-true-one-hand-undocking-with-a-twist,iDockAll 2 - True One Hand Undocking with a Twist!,https://www.kickstarter.com/projects/wiplabs/idockall-2-true-one-hand-undocking-with-a-twist
969,colaboracion-no1-aluxes,Colaboración Nº1: ALUXES,https://www.kickstarter.com/projects/1257531702/colaboracion-no1-aluxes
996,the-station-a-first-person-exploration-story-drive,The Station. A first-person sci-fi story exploration game,https://www.kickstarter.com/projects/thestation/the-station-a-first-person-exploration-story-drive
1044,king-lear,King Lear,https://www.kickstarter.com/projects/1809589090/king-lear
1060,krysala-birth,Krysala: Birth (Canceled),https://www.kickstarter.com/projects/valancet/krysala-birth
1100,xlp-dice-v20,XLP Dice v2.0,https://www.kickstarter.com/projects/pookin/xlp-dice-v20
1105,lil-bunny-sue-roux-on-two-the-adopted-two-legged-b,Lil' Bunny Sue Roux on Two: The Adopted Two Legged Bunny-Cat,https://www.kickstarter.com/projects/1561265809/lil-bunny-sue-roux-on-two-the-adopted-two-legged-b
1189,pod-portable-power-on-demand,PoD - Portable Power on Demand (Suspended),https://www.kickstarter.com/projects/1886544110/pod-portable-power-on-demand
1215,the-journeyman-series-handcrafted-mechanical-watch,The Journeyman Series: Handcrafted Mechanical Watches (USA),https://www.kickstarter.com/projects/vorticwatches/the-journeyman-series-handcrafted-mechanical-watch
1258,objects-of-celebration,Objects of Celebration,https://www.kickstarter.com/projects/1006261405/objects-of-celebration
1267,studio-ceramica-we-need-wheels,PLEASE HELP US BUY 10 POTTERY WHEELS!!,https://www.kickstarter.com/projects/melriceceramica/studio-ceramica-we-need-wheels
1334,morpheus-delta-fine-quality-resin-3d-printer-at-fd,MORPHEUS delta; Fine Quality Resin 3D Printer at FDM price.,https://www.kickstarter.com/projects/1280877427/morpheus-delta-fine-quality-resin-3d-printer-at-fd
1335,political-fables-for-unsweet-dreams,Political Fables for (un)Sweet Dreams,https://www.kickstarter.com/projects/joseheredia/political-fables-for-unsweet-dreams
1336,five-minutes-for-art-a-coloring-book-from-peter-si,Five Minutes for Art: a coloring book from Peter Simeti,https://www.kickstarter.com/projects/petersimeti/five-minutes-for-art-a-coloring-book-from-peter-si
1337,man-vs-meeple,Man vs Meeple Season One Kickstarter,https://www.kickstarter.com/projects/679793394/man-vs-meeple
1340,5-minute-dungeon-the-most-fun-you-can-have-in-5-mi,5-Minute Dungeon: The Most Fun You Can Have in 5 Minutes,https://www.kickstarter.com/projects/wiggles3d/5-minute-dungeon-the-most-fun-you-can-have-in-5-mi
1371,chocamo-cookie-cups-sip-bite-feed-your-soul,ChocAmo Cookie Cups | Sip. Bite. Feed Your Soul.,https://www.kickstarter.com/projects/chocamocookiecups/chocamo-cookie-cups-sip-bite-feed-your-soul
1379,chip-smart-cookie-ovenfresh-cookies-in-under-10-mi,CHiP Smart Cookie Oven—Freshly Baked Cookies in 10 Minutes,https://www.kickstarter.com/projects/1503077171/chip-smart-cookie-ovenfresh-cookies-in-under-10-mi
1398,destiny-aurora-renegades-miniatures-board-game,Destiny Aurora: Renegades Miniatures Board Game,https://www.kickstarter.com/projects/1169263915/destiny-aurora-renegades-miniatures-board-game
1413,oak-turn-your-tabletop-into-an-augmented-reality-p,Oak: The First Augmented Reality Maker Kit for your iPhone,https://www.kickstarter.com/projects/716502974/oak-turn-your-tabletop-into-an-augmented-reality-p
1419,pocketlab-voyager-explore-science-in-your-world,PocketLab Voyager | Explore Science in Your World,https://www.kickstarter.com/projects/850087978/pocketlab-voyager-explore-science-in-your-world
1448,this-defiant-earth-1950s-sci-fi-movie-roleplaying,THIS DEFIANT EARTH: 1950s Sci-Fi Movie Roleplaying!,https://www.kickstarter.com/projects/115666883/this-defiant-earth-1950s-sci-fi-movie-roleplaying
1461,vaxcards-a-game-of-infectious-disease-and-fun,Vaxcards: A Game of Infectious Disease and Fun,https://www.kickstarter.com/projects/1222297257/vaxcards-a-game-of-infectious-disease-and-fun
1462,bitten-a-5-minute-game-of-survival-in-the-zombie-a,BITTEN: A 5-Minute game of Survival in the Zombie Apocalypse,https://www.kickstarter.com/projects/freshoutgames/bitten-a-5-minute-game-of-survival-in-the-zombie-a
1489,not-profit-record-label,Non Profit Record Label,https://www.kickstarter.com/projects/stevewithgoats/not-profit-record-label
1515,the-red-dragon-inn-6-villains,The Red Dragon Inn 6: Villains,https://www.kickstarter.com/projects/slugfestgames/the-red-dragon-inn-6-villains
1540,papercuts-a-party-game-for-the-rude-and-well-read,Papercuts: A Party Game for the Rude and Well-Read,https://www.kickstarter.com/projects/electriclit/papercuts-a-party-game-for-the-rude-and-well-read
1543,hp-lovecraft-cthulhu-mythos-the-great-old-ones-ii,"HP Lovecraft : Cthulhu mythos ,the great old ones II",https://www.kickstarter.com/projects/rykarjove/hp-lovecraft-cthulhu-mythos-the-great-old-ones-ii
1544,ohhio-braid-unique-craft-material-for-chunky-creat,Ohhio Braid | Unique Chunky Creations,https://www.kickstarter.com/projects/1163965827/ohhio-braid-unique-craft-material-for-chunky-creat
1551,kyotomoji-box-your-life,KYOTOMOJI - Box Your Life,https://www.kickstarter.com/projects/kyotomoji/kyotomoji-box-your-life
1558,brimstone,BRIMSTONE,https://www.kickstarter.com/projects/120302834/brimstone
1560,aubergine-pillow-comfort-in-just-a-puff,Aubergine Pillow – Comfort in just a puff,https://www.kickstarter.com/projects/auberginepillow/aubergine-pillow-comfort-in-just-a-puff
1569,odin2-smart-projector-for-movies-video-calls-and-a,"ODIN2: Smart Projector for movies, video calls, and apps",https://www.kickstarter.com/projects/832648575/odin2-smart-projector-for-movies-video-calls-and-a
1570,xube-streamline-your-shower-experience-on-the-go,XUBE - streamline your shower experience on the go,https://www.kickstarter.com/projects/1268071643/xube-streamline-your-shower-experience-on-the-go
1602,smart-3d-printing-system-to-create-your-message-ri,Smart 3Dprinting system: create your message ring & bracelet,https://www.kickstarter.com/projects/929243138/smart-3d-printing-system-to-create-your-message-ri
1621,guppy-friend-washing-bag,GUPPY FRIEND Washing Bag,https://www.kickstarter.com/projects/820419024/guppy-friend-washing-bag
1622,pomo-waffle-smartwatch-for-kids-independence-and-c,POMO WAFFLE: Smartwatch For Kids Independence And Creativity,https://www.kickstarter.com/projects/pomohouse/pomo-waffle-smartwatch-for-kids-independence-and-c
1626,kobold-press-bestiary-a-collection-of-fantasy-mini,Kobold Press Bestiary - A Collection Of Fantasy Miniatures,https://www.kickstarter.com/projects/497254986/kobold-press-bestiary-a-collection-of-fantasy-mini
1628,piesareawesome,Pies Are Awesome - Pie Guides,https://www.kickstarter.com/projects/jessicabojin/piesareawesome
1629,the-forest-dragon-card-game-by-rory,The Forest Dragon Card Game,https://www.kickstarter.com/projects/1914685076/the-forest-dragon-card-game-by-rory
1638,the-identity-card,The Identity Card,https://www.kickstarter.com/projects/1421716661/the-identity-card
1653,clades-the-evolutionary-card-game,"Clades, the Evolutionary Card Game",https://www.kickstarter.com/projects/1849623603/clades-the-evolutionary-card-game
1683,cultists-of-the-kraken-lord,Cultists of the Kraken Lord,https://www.kickstarter.com/projects/1662635043/cultists-of-the-kraken-lord
1692,frankfurter-brett-basic-100-grossartig,Frankfurter Brett BASIC :: 100% GROSSARTIG,https://www.kickstarter.com/projects/1461435280/frankfurter-brett-basic-100-grossartig
1708,gryphon-simple-safe-super-fast-wifi-for-modern-fam,"Gryphon – Simple, Safe, Super-Fast WiFi for Modern Families",https://www.kickstarter.com/projects/gryphonconnect/gryphon-simple-safe-super-fast-wifi-for-modern-fam
1812,love-forgive-never-give-up-a-self-empowerment-book,"Love, Forgive, Never Give Up - A Self-Empowerment Book",https://www.kickstarter.com/projects/billhargenrader/love-forgive-never-give-up-a-self-empowerment-book
1818,glow-an-illuminating-crystal-that-floats-in-mid-ai,Glow: Contemporary Levitating Lamp,https://www.kickstarter.com/projects/363053512/glow-an-illuminating-crystal-that-floats-in-mid-ai
1829,morris-the-reversible-fish,Morris the reversible fish,https://www.kickstarter.com/projects/rachelciavarella/morris-the-reversible-fish
1848,jive-tws-earbuds-pure-wire-less-audio,Jive TWS Earbuds | Pure Wire-Less Audio,https://www.kickstarter.com/projects/jivetws/jive-tws-earbuds-pure-wire-less-audio
1849,cardboard-ceramics,Cardboard Ceramics,https://www.kickstarter.com/projects/2141199654/cardboard-ceramics
1854,hooked-0,Hooked,https://www.kickstarter.com/projects/1798833730/hooked-0
1855,test-cups,Test Cups,https://www.kickstarter.com/projects/369828413/test-cups
1869,gripster-interior-bicycle-storage-made-simple,Gripster - Interior Bicycle Storage Made Simple,https://www.kickstarter.com/projects/511916287/gripster-interior-bicycle-storage-made-simple
1870,yellowstone-wolf-genealogy-online,Yellowstone Wolf Genealogy Online,https://www.kickstarter.com/projects/510129995/yellowstone-wolf-genealogy-online
1872,sence-the-evolution-of-mindfulness-and-productivit,Sence: The Evolution of Mindfulness and Productivity,https://www.kickstarter.com/projects/455414429/sence-the-evolution-of-mindfulness-and-productivit
1895,trapmats-the-worlds-first-easy-clean-dual-car-mats,TRAPMATS: THE WORLD’S FIRST EASY-CLEAN DUAL CAR MATS,https://www.kickstarter.com/projects/1576051376/trapmats-the-worlds-first-easy-clean-dual-car-mats
1897,new-space-plus-returned-ess-sabre32-dsd-dxd-dac,NEW! Space Plus Returned - ESS Sabre32 DSD/DXD DAC,https://www.kickstarter.com/projects/magicpixel/new-space-plus-returned-ess-sabre32-dsd-dxd-dac
1898,talkimate-the-stylish-accessory-for-smartphone-wal,Talkimate-The stylish accessory for smartphone walkie-talkie,https://www.kickstarter.com/projects/595987921/talkimate-the-stylish-accessory-for-smartphone-wal
1914,enamel-pins-wicked-trio,Enamel Pins: Wicked Trio,https://www.kickstarter.com/projects/designsbymyranda/enamel-pins-wicked-trio
1943,huberton-genuine-leather-slim-wallets,Huberton | Genuine Leather Slim Wallets.,https://www.kickstarter.com/projects/huberton/huberton-genuine-leather-slim-wallets
1945,save-and-clear-up-the-world-transforming-junk-into,Save and clear-up the World transforming junk into Art!,https://www.kickstarter.com/projects/1852571879/save-and-clear-up-the-world-transforming-junk-into
1956,i-extruder-smart-solder-paste-and-fluids-dispenser,I-EXTRUDER smart Solder Paste and Fluids dispenser for PCBs,https://www.kickstarter.com/projects/2129383335/i-extruder-smart-solder-paste-and-fluids-dispenser
1960,zapbox-experience-mixed-reality-for-just-30,"ZapBox: \Mixed Reality\"" for $30""",https://www.kickstarter.com/projects/713418541/zapbox-experience-mixed-reality-for-just-30
1961,ravean-van-tour-and-loyalty-program,Swag Van Tour & 15% Off Lifetime Discounts | RAVEAN,https://www.kickstarter.com/projects/ravean/ravean-van-tour-and-loyalty-program
1970,monkey-business,MONKEY BUSINESS,https://www.kickstarter.com/projects/119069389/monkey-business
1979,ostrich-pillow-go-maximum-comfort-sleep-for-all-ne,OSTRICH PILLOW GO – Maximum comfort sleep for all necks,https://www.kickstarter.com/projects/ostrich-pillow/ostrich-pillow-go-maximum-comfort-sleep-for-all-ne
1981,super-powers-for-every-girl-book-and-cards,Super Powers For Every Girl - Book & Cards,https://www.kickstarter.com/projects/1789716415/super-powers-for-every-girl-book-and-cards
1985,impressions-cardinal-ed-playing-cards,Impressions Cardinal Ed. Playing Cards,https://www.kickstarter.com/projects/makeplayingcards/impressions-cardinal-ed-playing-cards
2018,taking-over-shakespeare,Taking Over Shakespeare!,https://www.kickstarter.com/projects/1537483417/taking-over-shakespeare
2021,new-york-show-of-limited-edition-hand-pulled-scree,New York Show of Limited Edition Hand pulled Screen Prints,https://www.kickstarter.com/projects/1526300540/new-york-show-of-limited-edition-hand-pulled-scree
2101,sentinel-3d-printer-filament-detector-and-cleaner,SENTINEL : 3D printer filament detector and cleaner,https://www.kickstarter.com/projects/2052721114/sentinel-3d-printer-filament-detector-and-cleaner
2114,re-arm-for-ramps-simple-32-bit-upgrade,"Re-ARM for RAMPS, simple 32-bit upgrade",https://www.kickstarter.com/projects/1245051645/re-arm-for-ramps-simple-32-bit-upgrade
2115,ez-2c-3d-viewer-1,Ez 2c 3D Viewer #1,https://www.kickstarter.com/projects/1224041680/ez-2c-3d-viewer-1
2117,d3-the-first-real-three-sided-dice,D3 - The First Real Three Sided Dice! (Canceled),https://www.kickstarter.com/projects/brokenarrowgames/d3-the-first-real-three-sided-dice
2128,apocalypse-frenzy,Apocalypse Frenzy,https://www.kickstarter.com/projects/1835460977/apocalypse-frenzy
2130,affordable-dlp-3d-printer-amazing-2k-resolution,Affordable DLP 3D Printer - Amazing 2K Resolution,https://www.kickstarter.com/projects/1037397144/affordable-dlp-3d-printer-amazing-2k-resolution
2205,macromat-miniature-photo-backdrops,MacroMat Miniature Photo Backdrops,https://www.kickstarter.com/projects/819121569/macromat-miniature-photo-backdrops
2210,darkroom-secrets,Darkroom secrets,https://www.kickstarter.com/projects/1800609722/darkroom-secrets
2250,multibru-a-versatile-manual-brewer-for-coffee-and,Multibru - a simple way to brew a great cup of coffee or tea,https://www.kickstarter.com/projects/252387222/multibru-a-versatile-manual-brewer-for-coffee-and
2251,redundant-clock,Redundant Clock,https://www.kickstarter.com/projects/1859831505/redundant-clock
2252,the-bike-hanger-20-beautiful-bicycle-storage,The Bike Hanger 2.0 - Beautiful Bicycle Storage,https://www.kickstarter.com/projects/820118192/the-bike-hanger-20-beautiful-bicycle-storage
2253,trinken-the-ultimate-stealth-koozie-redesigned,Trinken - The Ultimate Stealth Koozie Redesigned,https://www.kickstarter.com/projects/1710984265/trinken-the-ultimate-stealth-koozie-redesigned
2259,redefining-italian-luxury-watches-filippo-loreti,Redefining Italian Luxury Watches - Filippo Loreti,https://www.kickstarter.com/projects/2050848594/redefining-italian-luxury-watches-filippo-loreti
2271,the-heimplanet-motion-series-active-backpacks,The HEIMPLANET MOTION Series Active Backpacks,https://www.kickstarter.com/projects/heimplanet/the-heimplanet-motion-series-active-backpacks
2272,everlast,The Rocketbook Everlast Notebook,https://www.kickstarter.com/projects/642311833/everlast
